"id","name","title","year","salary","bonus","stock_awards","option_awards","RSUs","nonequity_incentive_plan_compensation","change_in_pension_value_and_nonqualified_deferred_compensation","securities_underlying_options","all_other","total","remainder","accession","cik","file_date","ind_cik","ind_id"
"210366","William B. Lange -","and Safety","2002","157452.00","136325.00",NULL,NULL,NULL,NULL,NULL,"25000.00","89240.00","408017.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30",NULL,NULL
"210367","William B. Lange -","and Safety","2001","164475.00","18168.00",NULL,NULL,"121680.00",NULL,NULL,"114669.00","43504.00","462496.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30",NULL,NULL
"210368","William B. Lange -","and Safety","2000","133825.00","22529.00",NULL,NULL,"105375.00",NULL,NULL,"50000.00","4322.00","316051.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30",NULL,NULL
"242728","Kerry B. Skeen",,"2002","869581.00","869581.00",NULL,NULL,"869581.00",NULL,NULL,NULL,NULL,"2608743.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30","1235578",NULL
"242729","Kerry B. Skeen",,"2001","954237.00","954237.00",NULL,NULL,"954237.00",NULL,NULL,NULL,NULL,"2862711.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30","1235578",NULL
"242730","Kerry B. Skeen",,"2000","930930.00","930930.00",NULL,NULL,"930930.00",NULL,NULL,NULL,NULL,"2792790.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30","1235578",NULL
"242731","Thomas J. Moore",,"2002","491921.00","491921.00",NULL,NULL,"491921.00",NULL,NULL,NULL,NULL,"1475763.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30","1235573",NULL
"242732","Thomas J. Moore",,"2001","527431.00","527431.00",NULL,NULL,"527431.00",NULL,NULL,NULL,NULL,"1582293.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30","1235573",NULL
"242733","Thomas J. Moore",,"2000","515216.00","515216.00",NULL,NULL,"515216.00",NULL,NULL,NULL,NULL,"1545648.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30","1235573",NULL
"242734","Richard J. Surratt",,"2002","377815.00","377815.00",NULL,NULL,"377815.00",NULL,NULL,NULL,NULL,"1133445.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30","1235581",NULL
"242735","Richard J. Surratt",,"2001","342224.00","342224.00",NULL,NULL,"342224.00",NULL,NULL,NULL,NULL,"1026672.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30","1235581",NULL
"242736","Richard J. Surratt",,"2000","355695.00","355695.00",NULL,NULL,"355695.00",NULL,NULL,NULL,NULL,"1067085.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30","1235581",NULL
"242737","Michael S. Davis",,"2002","338810.00","338810.00",NULL,NULL,"338810.00",NULL,NULL,NULL,NULL,"1016430.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30",NULL,NULL
"242738","Michael S. Davis",,"2001","361606.00","361606.00",NULL,NULL,"361606.00",NULL,NULL,NULL,NULL,"1084818.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30",NULL,NULL
"242739","Michael S. Davis",,"2000","361331.00","361331.00",NULL,NULL,"361331.00",NULL,NULL,NULL,NULL,"1083993.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30",NULL,NULL
"242740","William B. Lange",,"2002","306067.00","306067.00",NULL,NULL,"306067.00",NULL,NULL,NULL,NULL,"918201.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30",NULL,NULL
"242741","William B. Lange",,"2001","315427.00","315427.00",NULL,NULL,"315427.00",NULL,NULL,NULL,NULL,"946281.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30",NULL,NULL
"242742","William B. Lange",,"2000","266051.00","266051.00",NULL,NULL,"266051.00",NULL,NULL,NULL,NULL,"798153.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950133-03-001551-index.html","904020","2003-04-30",NULL,NULL
"377560","Ralph R. Papitto","Chairman of the Board Chief Executive Officer-","2002","270000.00","0.00",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","270000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950135-03-002048-index.html","61004","2003-03-28",NULL,NULL
"377561","Ralph R. Papitto","Chairman of the Board Chief Executive Officer-","2001","40000.00","0.00",NULL,"180000.00",NULL,NULL,NULL,NULL,"37333.00","257333.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950135-03-002048-index.html","61004","2003-03-28",NULL,NULL
"377562","Mario J. Gabelli","Vice Chairman of the Board-","2002","0.00","0.00",NULL,NULL,NULL,NULL,NULL,NULL,"100000.00","100000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950135-03-002048-index.html","61004","2003-03-28","1185533",NULL
"377563","Mario J. Gabelli","Vice Chairman of the Board-","2001","100000.00","0.00",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","100000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950135-03-002048-index.html","61004","2003-03-28","1185533",NULL
"377564","Mario J. Gabelli","Vice Chairman of the Board-","2000","150000.00","0.00",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","633039.00","483039.00","www.sec.gov/Archives/edgar/data/852254/0000950135-03-002048-index.html","61004","2003-03-28","1185533",NULL
"377565","Raymond H. Keller","Vice President & Chief Financial Officer & Secretary-","2002","70475.00","0.00",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","70475.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950135-03-002048-index.html","61004","2003-03-28",NULL,NULL
"377566","Raymond H. Keller","Vice President & Chief Financial Officer & Secretary-","2001","18800.00","0.00",NULL,"24000.00",NULL,NULL,NULL,NULL,"0.00","42800.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950135-03-002048-index.html","61004","2003-03-28",NULL,NULL
"377567","Richard E. McGrail","President & Chief Operating Officer-","2002","73430.00","0.00",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","73430.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950135-03-002048-index.html","61004","2003-03-28",NULL,NULL
"377568","Richard E. McGrail","President & Chief Operating Officer-","2001","22500.00","0.00",NULL,"24000.00",NULL,NULL,NULL,NULL,"0.00","46500.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950135-03-002048-index.html","61004","2003-03-28",NULL,NULL
"546816","Philip Sean Lafleur",,"2001","130167.00","70963.00",NULL,NULL,NULL,NULL,NULL,"250000.00","0.00","451130.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-02-002650-index.html","920707","2002-05-02","1207284",NULL
"546817","Philip Sean Lafleur",,"2000","9740.00","0.00",NULL,NULL,NULL,NULL,NULL,"585000.00","0.00","594740.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-02-002650-index.html","920707","2002-05-02","1207284",NULL
"546818","John W. Paulson",,"2001","163280.00","48984.00",NULL,NULL,NULL,NULL,NULL,"60000.00","0.00","272264.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-02-002650-index.html","920707","2002-05-02","1007432",NULL
"546819","John W. Paulson",,"2000","155505.00","57535.00",NULL,NULL,NULL,NULL,NULL,"90000.00","0.00","303040.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-02-002650-index.html","920707","2002-05-02","1007432",NULL
"546820","John W. Paulson",,"1999","148100.00","22215.00",NULL,NULL,NULL,NULL,NULL,"100000.00","55201.00","325516.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-02-002650-index.html","920707","2002-05-02","1007432",NULL
"546821","Barbara S. Remley",,"2001","117563.00","26452.00",NULL,NULL,NULL,NULL,NULL,"25000.00","0.00","169015.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-02-002650-index.html","920707","2002-05-02","1207289",NULL
"546822","Barbara S. Remley",,"2000","105000.00","31000.00",NULL,NULL,NULL,NULL,NULL,"0.00","0.00","136000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-02-002650-index.html","920707","2002-05-02","1207289",NULL
"546823","Barbara S. Remley",,"1999","100000.00","18000.00",NULL,NULL,NULL,NULL,NULL,"25000.00","0.00","143000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-02-002650-index.html","920707","2002-05-02","1207289",NULL
"546824","Mark E. Dunn",,"2001","133865.00","32128.00",NULL,NULL,NULL,NULL,NULL,"30000.00","0.00","195993.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-02-002650-index.html","920707","2002-05-02",NULL,NULL
"546825","Mark E. Dunn",,"2000","127490.00","36000.00",NULL,NULL,NULL,NULL,NULL,"40000.00","0.00","203490.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-02-002650-index.html","920707","2002-05-02",NULL,NULL
"546826","Mark E. Dunn",,"1999","115900.00","20862.00",NULL,NULL,NULL,NULL,NULL,"30000.00","20007.00","186769.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-02-002650-index.html","920707","2002-05-02",NULL,NULL
"546827","Jeffrey K. McGuire","Vice President Marketing and Sales -","2001","90673.00","32383.00",NULL,NULL,NULL,NULL,NULL,"35000.00","23884.00","181940.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-02-002650-index.html","920707","2002-05-02",NULL,NULL
"95635","William Clay Ford Jr. -","Chairman and CEO","2002",NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,"219953.00","219953.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-03-002433-index.html","37996","2003-04-28","1230846",NULL
"95636","William Clay Ford Jr. -","Chairman and CEO","2001",NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,"152877.00","152877.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-03-002433-index.html","37996","2003-04-28","1230846",NULL
"95637","William Clay Ford Jr. -","Chairman and CEO","2000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"211738.00","211738.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-03-002433-index.html","37996","2003-04-28","1230846",NULL
"95638","Nicholas V. Scheele -","President and Chief Operating Officer","2002","1000000.00","0.00",NULL,NULL,NULL,NULL,NULL,NULL,"216663.00","1216663.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-03-002433-index.html","37996","2003-04-28","1190853",NULL
"95639","Nicholas V. Scheele -","President and Chief Operating Officer","2001","612000.00","0.00",NULL,NULL,NULL,NULL,NULL,NULL,"250382.00","862382.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-03-002433-index.html","37996","2003-04-28","1190853",NULL
"95640","Nicholas V. Scheele -","President and Chief Operating Officer","2000","427667.00","850000.00",NULL,NULL,NULL,NULL,NULL,NULL,"147914.00","1425581.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-03-002433-index.html","37996","2003-04-28","1190853",NULL
"95641","Carl E. Reichardt -","Vice Chairman","2002",NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,"474264.00","474264.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-03-002433-index.html","37996","2003-04-28","1187350",NULL
"95642","Carl E. Reichardt -","Vice Chairman","2001",NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,"127417.00","127417.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-03-002433-index.html","37996","2003-04-28","1187350",NULL
"95643","Carl E. Reichardt -","Vice Chairman","2000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"115540.00","115540.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-03-002433-index.html","37996","2003-04-28","1187350",NULL
"95644","James J. Padilla -","Executive Vice President - Ford North America","2002","730417.00","0.00",NULL,NULL,NULL,NULL,NULL,NULL,"91748.00","822165.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-03-002433-index.html","37996","2003-04-28","1191100",NULL
"95645","James J. Padilla -","Executive Vice President - Ford North America","2001","527500.00","0.00",NULL,NULL,NULL,NULL,NULL,NULL,"237877.00","765377.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-03-002433-index.html","37996","2003-04-28","1191100",NULL
"95646","James J. Padilla -","Executive Vice President - Ford North America","2000","471667.00","1100000.00",NULL,NULL,NULL,NULL,NULL,NULL,"237982.00","1809649.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-03-002433-index.html","37996","2003-04-28","1191100",NULL
"95647","John M. Rintamaki -","Chief of Staff","2002","800000.00","0.00",NULL,NULL,NULL,NULL,NULL,NULL,"86601.00","886601.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-03-002433-index.html","37996","2003-04-28",NULL,NULL
"95648","John M. Rintamaki -","Chief of Staff","2001","558750.00","0.00",NULL,NULL,NULL,NULL,NULL,NULL,"137003.00","695753.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-03-002433-index.html","37996","2003-04-28",NULL,NULL
"95649","John M. Rintamaki -","Chief of Staff","2000","426667.00","1400000.00",NULL,NULL,NULL,NULL,NULL,NULL,"57641.00","1884308.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950137-03-002433-index.html","37996","2003-04-28",NULL,NULL
"246912","Mortimer B. Fuller III","Chairman and Chief Executive Officer","2001","510000.00","355400.00",NULL,"56250.00",NULL,NULL,NULL,NULL,"169007.00","1090657.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-02-003186-index.html","1012620","2002-04-19","1032793",NULL
"246913","Mortimer B. Fuller III","Chairman and Chief Executive Officer","2000","412650.00","292400.00",NULL,"56250.00",NULL,NULL,NULL,NULL,"145975.00","907275.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-02-003186-index.html","1012620","2002-04-19","1032793",NULL
"246914","Mortimer B. Fuller III","Chairman and Chief Executive Officer","1999","391600.00","192900.00",NULL,"56250.00",NULL,NULL,NULL,NULL,"147399.00","788149.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-02-003186-index.html","1012620","2002-04-19","1032793",NULL
"246915","Charles N. Marshall","President and Chief Operating Officer","2001","294387.00","105400.00",NULL,"22500.00",NULL,NULL,NULL,NULL,"70362.00","492649.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-02-003186-index.html","1012620","2002-04-19","1241527",NULL
"246916","Charles N. Marshall","President and Chief Operating Officer","2000","277729.00","143400.00",NULL,"22500.00",NULL,NULL,NULL,NULL,"81122.00","524751.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-02-003186-index.html","1012620","2002-04-19","1241527",NULL
"246917","Charles N. Marshall","President and Chief Operating Officer","1999","266923.00","135400.00",NULL,"22500.00",NULL,NULL,NULL,NULL,"85037.00","509860.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-02-003186-index.html","1012620","2002-04-19","1241527",NULL
"246918","Charles W. Chabot","Senior Vice President-Australia","2001","220000.00","110000.00",NULL,NULL,NULL,NULL,NULL,NULL,"139541.00","469541.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-02-003186-index.html","1012620","2002-04-19","1241518",NULL
"246919","Charles W. Chabot","Senior Vice President-Australia","2000","241635.00","110000.00",NULL,NULL,NULL,NULL,NULL,NULL,"258686.00","2162923.00","1552602.00","www.sec.gov/Archives/edgar/data/852254/0000950152-02-003186-index.html","1012620","2002-04-19","1241518",NULL
"246920","Charles W. Chabot","Senior Vice President-Australia","1999","203089.00","90000.00",NULL,"5625.00",NULL,NULL,NULL,NULL,"108591.00","407305.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-02-003186-index.html","1012620","2002-04-19","1241518",NULL
"246921","Mark W. Hastings","Executive Vice President, Corporate Development","2001","236021.00","86400.00",NULL,"16875.00",NULL,NULL,NULL,NULL,"48651.00","387947.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-02-003186-index.html","1012620","2002-04-19","1241522",NULL
"246922","Mark W. Hastings","Executive Vice President, Corporate Development","2000","220830.00","115400.00",NULL,"16875.00",NULL,NULL,NULL,NULL,"55311.00","408416.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-02-003186-index.html","1012620","2002-04-19","1241522",NULL
"246923","Mark W. Hastings","Executive Vice President, Corporate Development","1999","215042.00","68400.00",NULL,"16875.00",NULL,NULL,NULL,NULL,"55883.00","356200.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-02-003186-index.html","1012620","2002-04-19","1241522",NULL
"246924","John C. Hellmann -","Chief Financial Officer","2001","200083.00","100000.00",NULL,"28125.00",NULL,NULL,NULL,NULL,"11271.00","339479.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-02-003186-index.html","1012620","2002-04-19","1241524",NULL
"246925","John C. Hellmann -","Chief Financial Officer","2000","137530.00","75000.00",NULL,"61875.00",NULL,NULL,NULL,NULL,"13900.00","288305.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-02-003186-index.html","1012620","2002-04-19","1241524",NULL
"237013","W.G. Jurgensen: Chairman of the Board and Chief Executive Officer 1",,"2002","293538.00","605938.00",NULL,NULL,"690221.00",NULL,NULL,"92663.00","83369.00","1940855.00","175126.00","www.sec.gov/Archives/edgar/data/852254/0000950168-03-001113-index.html","1029786","2003-03-31","1187349",NULL
"237014","W.G. Jurgensen: Chairman of the Board and Chief Executive Officer 1",,"2001","277682.00","2.00",NULL,NULL,"6.00",NULL,NULL,"8.00","15.00","277722.00","9.00","www.sec.gov/Archives/edgar/data/852254/0000950168-03-001113-index.html","1029786","2003-03-31","1187349",NULL
"237015","W.G. Jurgensen: Chairman of the Board and Chief Executive Officer 1",,"2000","230290.00",NULL,NULL,NULL,NULL,NULL,NULL,"187119.00","27191.00","444600.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950168-03-001113-index.html","1029786","2003-03-31","1187349",NULL
"237016","Joseph J. Gasper: President and Chief Operating Officer",,"2002","725000.00","534700.00",NULL,NULL,"712058.00",NULL,NULL,"95589.00","43522.00","2255091.00","144222.00","www.sec.gov/Archives/edgar/data/852254/0000950168-03-001113-index.html","1029786","2003-03-31","1197727",NULL
